1426333318	30.7224482	76.7462270
1426333350	30.7254303	76.7473615
1426551999	30.7231844	76.7464062
1426552010	30.7234550	76.7468496
1426552020	30.7237491	76.7473316
1426552026	30.7240480	76.7478213
1426552034	30.7242104	76.7462528
1426552037	30.7243296	76.7482828
1426552042	30.7244830	76.7467230
1426552050	30.7245628	76.7459770
1426552052	30.7247323	76.7489426
1426552055	30.7247607	76.7472021
1426552066	30.7250442	76.7476913
1426552083	30.7254335	76.7483629
1427166082	30.7226038	76.7463941
1427166086	30.7256003	76.7513031
1427166100	30.7256786	76.7517966
1427166106	30.7257128	76.7515806
1427166124	30.7257771	76.7519899
1427179129	30.7192870	76.7405928
1427179132	30.7193043	76.7403994
1427179138	30.7193755	76.7409418
1427179139	30.7194208	76.7402412
1427179141	30.7205060	76.7427369
1427179168	30.7223274	76.7456207
1427179172	30.7226377	76.7458130
1427179175	30.7227051	76.7462759
1427179188	30.7230583	76.7373923
1427179218	30.7238182	76.7480219
1427179219	30.7238210	76.7473484
1427179226	30.7240563	76.7477264
1427179228	30.7240666	76.7471415
1427179230	30.7243019	76.7475196
1427179247	30.7258149	76.7512117
1427179248	30.7258477	76.7351951
1427179252	30.7260948	76.7513098
1427179255	30.7262500	76.7513294
1427179262	30.7265906	76.7510862
1427179264	30.7266991	76.7345611
1427179273	30.7271797	76.7342178
1427179281	30.7274622	76.7342472
1427179288	30.7276604	76.7344042
1427179427	30.7288147	76.7362295
1427179467	30.7290223	76.7491205
1427179489	30.7291622	76.7368572
1427179542	30.7294299	76.7374398
1427179566	30.7296759	76.7381329
1427179584	30.7298033	76.7391624
1427179593	30.7298616	76.7393959
1427179595	30.7298767	76.7387882
1427179610	30.7299695	76.7395391
1427179624	30.7300947	76.7401894
1427179634	30.7303407	76.7426277
1427179636	30.7305652	76.7444733
1427179637	30.7307271	76.7450508
1427179638	30.7309581	76.7455882
1427179639	30.7314523	76.7472556
1427179640	30.7315624	76.7471124
1427179641	30.7316056	76.7465951
1427179642	30.7316272	76.7467935
1427203313	30.7162965	76.7511259
1427203314	30.7165791	76.7525911
1427203317	30.7165757	76.7515710
1427203318	30.7166975	76.7527885
1427203319	30.7167260	76.7509333
1427203322	30.7168376	76.7523887
1427203325	30.7169531	76.7525881
1427203326	30.7169663	76.7524149
1427203328	30.7169311	76.7512771
1427203334	30.7169497	76.7521621
1427203335	30.7169776	76.7505584
1427203336	30.7171037	76.7515665
1427203337	30.7171387	76.7520238
1427203338	30.7171259	76.7515852
1427203342	30.7172594	76.7510109
1427203343	30.7173718	76.7421089
1427203344	30.7172945	76.7518862
1427203345	30.7172773	76.7518165
1427203346	30.7173696	76.7523944
1427203347	30.7174533	76.7479842
1427203348	30.7173876	76.7502142
1427203349	30.7174014	76.7523905
1427203351	30.7174059	76.7513373
1427203352	30.7174366	76.7512867
1427203354	30.7175560	76.7531564
1427203355	30.7175572	76.7515686
1427203357	30.7176378	76.7515996
1427203358	30.7176624	76.7506772
1427203359	30.7177918	76.7485237
1427203360	30.7177463	76.7529985
1427203361	30.7177484	76.7529499
1427203363	30.7177951	76.7535360
1427203364	30.7179018	76.7519299
1427203365	30.7178856	76.7519841
1427203366	30.7179509	76.7499188
1427203367	30.7180220	76.7533397
1427203368	30.7180342	76.7512567
1427203369	30.7181525	76.7436728
1427203370	30.7180834	76.7533635
1427203371	30.7181082	76.7482556
1427203372	30.7182930	76.7436417
1427203373	30.7182771	76.7472850
1427203374	30.7182326	76.7525436
1427203375	30.7182713	76.7536688
